verb,tam,modal,transitivity,polarity,complementizer,count
doubt,perfect,none,intransitive,positive,that,22
doubt,perfect,none,intransitive,positive,whether,2
doubt,present,none,intransitive,negative,that,381
doubt,present,none,intransitive,negative,whether,1
doubt,present,none,intransitive,positive,that,4382
doubt,present,none,intransitive,positive,whether,250
doubt,present,none,transitive,negative,that,1
doubt,present,none,transitive,positive,that,2
doubt,present,none,transitive,positive,whether,1
doubt,progressive,none,intransitive,negative,that,8
doubt,progressive,none,intransitive,positive,that,11
doubt,progressive,none,intransitive,positive,whether,5
down,past,none,intransitive,positive,that,5
down-playing,progressive,none,intransitive,positive,that,1
download,infinitival,none,intransitive,positive,that,5
download,past,none,intransitive,positive,that,9
download,present,none,intransitive,positive,that,24
download,progressive,none,intransitive,negative,that,1
download,progressive,none,intransitive,positive,that,1
downplay,infinitival,none,intransitive,positive,that,4
downplay,progressive,none,intransitive,negative,that,2
downplay,progressive,none,intransitive,positive,that,3
downshift,present,none,intransitive,negative,that,1
draft,past,none,intransitive,positive,that,5
draft,present,none,intransitive,positive,that,47
draft,progressive,none,intransitive,positive,that,1
drag,infinitival,none,intransitive,positive,that,8
drag,past,none,intransitive,negative,that,1
drag,past,none,intransitive,positive,that,7
drag,perfect,none,intransitive,positive,that,2
drag,present,none,intransitive,positive,that,64
drain,past,none,intransitive,negative,that,1
drain,present,none,intransitive,positive,that,25
drain,progressive,none,intransitive,positive,that,1
dramatize,infinitival,none,intransitive,positive,that,4
drape,present,none,intransitive,positive,that,10
draw,infinitival,none,intransitive,positive,that,12
draw,modal,will,intransitive,negative,that,1
draw,past,none,intransitive,negative,that,1
draw,past,none,intransitive,positive,that,36
draw,perfect,none,intransitive,positive,that,5
draw,present,none,intransitive,negative,that,2
draw,present,none,intransitive,positive,that,37
draw,present,none,intransitive,positive,whether,2
draw,progressive,none,intransitive,positive,that,5
dread,infinitival,none,intransitive,positive,that,3
dread,past,none,intransitive,positive,that,13
dread,perfect,none,intransitive,positive,that,4
dread,present,none,intransitive,positive,that,34
dread,progressive,none,intransitive,positive,that,4
dream,infinitival,none,intransitive,positive,that,54
dream,modal,will,intransitive,positive,that,8
dream,modal,would,intransitive,positive,that,13
dream,past,none,intransitive,negative,that,4
dream,past,none,intransitive,positive,that,556
dream,perfect,none,intransitive,negative,that,5
dream,perfect,none,intransitive,positive,that,98
dream,present,none,intransitive,negative,that,5
dream,present,none,intransitive,positive,that,168
dream,present,none,intransitive,positive,whether,1
dream,progressive,none,intransitive,negative,that,1
dream,progressive,none,intransitive,positive,that,40
dress,infinitival,none,intransitive,positive,that,3
dress,present,none,intransitive,negative,that,1
dress,present,none,intransitive,positive,that,293
dress,progressive,none,intransitive,positive,that,2
drill,infinitival,none,intransitive,positive,that,4
drill,past,none,intransitive,positive,that,6
drill,perfect,none,intransitive,positive,that,3
drill,present,none,intransitive,positive,that,21
drill,progressive,none,intransitive,negative,that,1
drill,progressive,none,intransitive,positive,that,1
drink,infinitival,none,intransitive,positive,that,17
drink,infinitival,none,intransitive,positive,whether,1
drink,modal,can,intransitive,negative,that,4
drink,modal,would,intransitive,negative,that,3
drink,past,none,intransitive,positive,that,23
drink,perfect,none,intransitive,positive,that,2
drink,present,none,intransitive,negative,that,6
drink,present,none,intransitive,positive,that,128
drink,progressive,none,intransitive,negative,that,2
drink,progressive,none,intransitive,positive,that,10
drive,infinitival,none,intransitive,positive,that,32
drive,infinitival,none,intransitive,positive,whether,2
drive,modal,may,intransitive,positive,whether,1
drive,past,none,intransitive,positive,that,42
drive,perfect,none,intransitive,positive,that,10
drive,present,none,intransitive,positive,that,471
drive,present,none,intransitive,positive,whether,1
drive,present,none,transitive,positive,that,1
drive,progressive,none,intransitive,negative,that,2
drive,progressive,none,intransitive,positive,that,25
drone,present,none,intransitive,positive,that,71
drop,infinitival,none,intransitive,negative,that,1
drop,infinitival,none,intransitive,positive,that,21
drop,past,none,intransitive,positive,that,69
drop,perfect,none,intransitive,positive,that,17
drop,present,none,intransitive,negative,that,45
drop,present,none,intransitive,positive,that,171
drop,progressive,none,intransitive,positive,that,4
drown,progressive,none,intransitive,positive,that,1
drum,infinitival,none,intransitive,positive,that,3
dry,infinitival,none,intransitive,positive,that,3
dtermine,infinitival,none,intransitive,positive,whether,1
duaffar,present,none,intransitive,positive,whether,1
dub,perfect,none,transitive,positive,that,1
duck,perfect,none,intransitive,positive,that,2
dumbfound,past,none,intransitive,positive,that,9
dumbfounding,progressive,none,intransitive,positive,that,3
dump,modal,will,intransitive,negative,that,1
dump,past,none,intransitive,positive,that,11
dump,perfect,none,intransitive,positive,that,4
dump,present,none,intransitive,negative,that,3
dump,present,none,intransitive,positive,that,45
dump,progressive,none,intransitive,positive,that,1
dunk,present,none,intransitive,positive,that,18
dunk,present,none,intransitive,positive,whether,1
dunk,progressive,none,intransitive,positive,that,1
duplicate,infinitival,none,intransitive,positive,that,11
duplicate,modal,will,intransitive,negative,that,1
dust,infinitival,none,intransitive,positive,that,7
dust,present,none,intransitive,positive,that,13
e-mail,infinitival,none,intransitive,positive,that,3
e-mail,present,none,intransitive,positive,that,28
earmark,present,none,intransitive,positive,that,13
earn,infinitival,none,intransitive,positive,that,17
earn,modal,would,transitive,positive,that,1
earn,past,none,intransitive,negative,that,1
earn,past,none,intransitive,positive,that,37
earn,past,none,transitive,positive,that,2
earn,perfect,none,intransitive,negative,that,3
earn,perfect,none,intransitive,positive,that,34
earn,perfect,none,intransitive,positive,whether,1
earn,present,none,intransitive,negative,that,1
earn,present,none,intransitive,positive,that,15
earn,progressive,none,intransitive,positive,that,2
earphone,present,none,intransitive,positive,that,9
ease,present,none,intransitive,positive,that,17
eat,infinitival,none,intransitive,negative,that,2
eat,infinitival,none,intransitive,positive,that,65
eat,infinitival,none,intransitive,positive,whether,2
eat,modal,can,intransitive,negative,that,8
eat,modal,can,intransitive,positive,that,16
eat,modal,would,intransitive,negative,that,3
eat,past,none,intransitive,negative,that,1
eat,past,none,intransitive,positive,that,69
eat,perfect,none,intransitive,negative,that,4
eat,perfect,none,intransitive,positive,that,22
eat,present,none,intransitive,negative,that,11
eat,present,none,intransitive,positive,that,153
eat,present,none,transitive,negative,that,1
eat,present,none,transitive,positive,that,2
eat,progressive,none,intransitive,negative,that,3
eat,progressive,none,intransitive,positive,that,24
echo,infinitival,none,intransitive,positive,that,4
echo,modal,must,transitive,positive,that,2
echo,past,none,intransitive,positive,that,32
echo,perfect,none,intransitive,positive,that,2
echo,present,none,intransitive,positive,that,42
echo,progressive,none,intransitive,positive,that,2
eclipse,perfect,none,intransitive,positive,that,2
ecosystem,present,none,intransitive,positive,that,37
edit,infinitival,none,intransitive,positive,that,8
edit,infinitival,none,transitive,positive,that,2
edit,modal,can,intransitive,positive,whether,1
edit,past,none,transitive,negative,that,1
edit,perfect,none,intransitive,positive,that,2
edit,present,none,intransitive,positive,that,15
edit,present,none,transitive,positive,that,1
edit,progressive,none,intransitive,positive,that,3
editorialize,infinitival,none,intransitive,positive,that,3
editorialize,past,none,intransitive,positive,that,34
editorialize,progressive,none,intransitive,positive,that,2
educate,infinitival,none,intransitive,positive,that,5
educate,infinitival,none,transitive,positive,that,5
effect,modal,can,intransitive,positive,whether,1
effect,modal,will,intransitive,positive,whether,1
effect,past,none,intransitive,positive,whether,1
effect,present,none,intransitive,negative,that,1
effect,present,none,intransitive,positive,that,48
effect,present,none,intransitive,positive,whether,2
efforting,progressive,none,intransitive,positive,that,1
einhorn,present,none,intransitive,positive,whether,1
elaborate,infinitival,none,intransitive,positive,that,4
elaborate,infinitival,none,intransitive,positive,whether,1
elaborate,past,none,intransitive,negative,that,1
elaborate,past,none,intransitive,positive,that,24
elaborate,perfect,none,intransitive,positive,that,2
elaborate,present,none,intransitive,positive,that,27
elapse,perfect,none,intransitive,positive,that,2
elect,infinitival,none,intransitive,positive,whether,1
elect,modal,can,intransitive,positive,whether,1
elect,past,none,intransitive,negative,that,1
elect,present,none,intransitive,positive,whether,2
elect,progressive,none,intransitive,positive,that,1
electrocute,modal,can,transitive,positive,whether,1
electrode,present,none,intransitive,positive,that,21
elevate,past,none,intransitive,positive,that,6
elicit,infinitival,none,intransitive,positive,whether,2
elicit,modal,must,intransitive,positive,whether,1
elicit,present,none,intransitive,positive,whether,1
elide,progressive,none,intransitive,positive,that,1
eliminate,infinitival,none,intransitive,positive,that,12
eliminate,modal,can,transitive,negative,that,1
eliminate,past,none,intransitive,positive,that,15
eliminate,perfect,none,intransitive,positive,that,3
eliminate,present,none,intransitive,positive,that,28
elucidate,infinitival,none,intransitive,positive,whether,5
elucidate,modal,can,intransitive,positive,whether,1
elucidate,modal,should,intransitive,positive,whether,1
elucidate,perfect,none,intransitive,negative,that,2
elucidate,present,none,intransitive,positive,that,8
elude,present,none,transitive,positive,that,1
elude,progressive,none,transitive,positive,that,1
email,past,none,intransitive,positive,that,11
email,past,none,transitive,positive,that,4
email,perfect,none,intransitive,positive,that,2
email,present,none,intransitive,positive,whether,1
